name,ytFollower_s,ytAvg_s,igFollower_s,igImp_s,twFollower_s,twImp_s,ytFollower_h,ytAvg_h,igFollower_h,igImp_h,twFollower_h,twImp_h
タレント1,,,,,,100,51.66084,13.39293,0,12.48147,0,
タレント2,,,,,,99.00095,75.55368,79.84254,78.22617,91.6947,74.70507,
タレント3,,,,,,98.91532,81.00369,78.94181,76.69269,89.6791,68.20431,
タレント4,,,,,,97.0726,57.28196,64.80171,51.15015,22.4951,0,
タレント5,,,,,,94.86677,77.03699,71.63145,68.38216,79.62947,60.24377,
タレント6,,,,,,93.15668,80.93879,0,0,0,0,
タレント7,,,,,,92.90919,0,81.9499,87.88765,86.27729,93.81952,
タレント8,,,,,,92.58723,0,73.53014,75.67461,76.33116,68.44765,
タレント9,,,,,,92.39962,52.17188,67.66907,44.13403,64.3659,33.15133,
