T_Key,label,attribute,sex,x,y,cluster
2155,松村北斗（SixTONES),俳優,M,27.7,83.9,
2160,森本慎太郎（SixTONES),俳優,M,30.4,74.6,
2163,上白石萌歌,俳優,F,67.4,70.7,注目
2164,黒島結菜,俳優,F,28.5,74.5,NEXTブレイク
2166,生駒里奈,俳優,F,55.1,64.2,注目
2167,鈴木愛理,歌手・ミュージシャン,F,18.7,78.2,NEXTブレイク
2169,山本美月,俳優,F,63.4,77.9,注目
2170,東出昌大,俳優,M,71.1,34.5,該当なし
2172,工藤綾乃,俳優,F,7.5,68.7,NEXTブレイク
2174,松岡茉優,俳優,F,61.4,69.8,今旬
2175,三吉彩花,俳優,F,33.7,63.6,NEXTブレイク
2178,高月彩良,俳優,F,9.7,76.6,NEXTブレイク
2183,ニッチェ,お笑いタレント,F,64.3,58,注目
2186,安藤サクラ,俳優,F,60.7,72,注目
2189,久保田紗友,俳優,F,12.5,81.9,NEXTブレイク
2197,大久保佳代子（オアシズ）,お笑いタレント,F,82.7,63,今旬
2202,白濱亜嵐（EXILE),俳優,M,42.3,60.4,注目
2203,飯尾和樹（ずん）,お笑いタレント,M,72.2,74.9,今旬
2204,飯豊まりえ,俳優,F,47.7,66.7,注目
2206,優希美青,俳優,F,8.5,77.4,NEXTブレイク
2207,鈴木ちなみ,俳優,F,30.1,65.3,該当なし
2210,宮脇咲良（IZ*ONE/HKT48）,歌手・ミュージシャン,F,31.2,65.3,NEXTブレイク
2214,工藤遥,俳優,F,19.2,69.2,NEXTブレイク
2215,小澤征悦,俳優,M,53.3,65,注目
2216,星野源,歌手・ミュージシャン,M,87.5,71.7,今旬
2217,黒木華,俳優,F,64.5,69.7,注目
2218,小芝風花,俳優,F,47.1,73.9,NEXTブレイク
2220,川栄李奈,俳優,F,68.1,70.4,注目
2226,MAN WITH A MISSION,歌手・ミュージシャン,M,25,72,NEXTブレイク
2227,マギー,タレント,F,48.9,57.4,注目
2228,ONE OK ROCK,歌手・ミュージシャン,M,37.2,77.3,NEXTブレイク
2229,白石麻衣,歌手・ミュージシャン,F,71.5,73.2,
2232,でんぱ組.inc,歌手・ミュージシャン,F,15.7,58.4,該当なし
2234,大友花恋,俳優,F,25.2,73.3,NEXTブレイク
2241,須田亜香里(SKE48),歌手・ミュージシャン,F,47,47.8,該当なし
2246,松井愛莉,俳優,F,27,71.4,NEXTブレイク
2247,真野恵里菜,俳優,F,28.7,74.4,NEXTブレイク
2248,宮﨑香蓮,俳優,F,8,70.5,NEXTブレイク
2249,広瀬すず,俳優,F,85.3,73.2,今旬
2253,パンサー,お笑いタレント,M,63.3,65.9,注目
2255,樽美酒研二（ゴールデンボンバー）,歌手・ミュージシャン,M,63.9,66.9,今旬
2258,ダレノガレ明美,タレント,F,69.5,48,大御所＆安定
2262,高田里穂,俳優,F,6.3,78.3,NEXTブレイク
2264,GENERATIONS from EXILE TRIBE,歌手・ミュージシャン,M,26.5,66.8,NEXTブレイク
2267,SUPER☆GiRLS,歌手・ミュージシャン,F,10.9,71.7,NEXTブレイク
2270,大原櫻子,歌手・ミュージシャン,F,47.5,66,注目
2271,森川葵,俳優,F,35.8,71.3,NEXTブレイク
2273,A.B.C-Z,歌手・ミュージシャン,M,39.9,66.1,
2274,大谷翔平,現役スポーツ選手,M,75.9,75.9,今旬
2279,門脇麦,俳優,F,54.2,67.1,注目
2282,菅野智之,現役スポーツ選手,M,37.4,66.2,注目
2285,back number,歌手・ミュージシャン,M,42,84.6,該当なし
2287,新川優愛,俳優,F,48.9,75.3,注目
2289,波瑠,俳優,F,75.4,72.4,今旬
2291,真飛聖,俳優,F,21.5,78.5,NEXTブレイク
2292,上田まりえ,キャスター,F,25.6,63.8,該当なし
2294,Juice=Juice,歌手・ミュージシャン,F,11.1,71.3,NEXTブレイク
2296,中条あやみ,俳優,F,67.8,75.5,注目
2297,葵わかな,俳優,F,48.4,64.5,注目
2298,井上貴博,キャスター,M,18.9,75,NEXTブレイク
2300,宮澤智,キャスター,F,13.1,74.3,NEXTブレイク
2301,郡司恭子,キャスター,F,19.5,72,NEXTブレイク
2302,長野美郷,キャスター,F,21.5,69.5,NEXTブレイク
2305,山﨑夕貴,キャスター,F,40.5,67.3,
2306,高見侑里,キャスター,F,12,73.5,NEXTブレイク
2307,私立恵比寿中学,歌手・ミュージシャン,F,18.8,60.9,NEXTブレイク
2309,中島芽生,キャスター,F,9.5,82.9,NEXTブレイク
2310,三上真奈,キャスター,F,20.9,67.8,NEXTブレイク
2311,後藤晴菜,キャスター,F,13.6,74.7,NEXTブレイク
2312,佐野岳,俳優,M,33.8,72.6,NEXTブレイク
2313,滝藤賢一,俳優,M,60.2,76.3,注目
2314,中村勘九郎,俳優,M,55.1,65.8,注目
2315,ムロツヨシ,俳優,M,80.5,76.9,今旬
2316,田中哲司,俳優,M,37.7,65.8,注目
2317,中村アン,タレント,F,61.2,71.5,注目
2319,吉田羊,俳優,F,73,73,今旬
2320,足立梨花,俳優,F,52.5,60.2,注目
2322,小島藤子,俳優,F,10.6,76.1,NEXTブレイク
2325,青山美郷,俳優,F,6,78.8,NEXTブレイク
2326,小松菜奈,俳優,F,44.8,73,注目
2327,トレンディエンジェル,お笑いタレント,M,76.3,59,今旬
2428,山﨑賢人,俳優,M,70.5,78.3,今旬
2450,坂上忍,俳優,M,92.5,38.7,大御所＆安定
2472,桜田ひより,俳優,F,18,71.7,NEXTブレイク
2604,中村ゆりか,俳優,F,11.4,78.4,NEXTブレイク
2615,筧美和子,俳優,F,50.1,59.9,注目
2637,ジェシー（SixTONES),俳優,M,42.2,76.1,NEXTブレイク
2659,三代目 J Soul Brothers,歌手・ミュージシャン,M,43.1,65.2,注目
2692,三浦大知,歌手・ミュージシャン,M,67.5,68.5,今旬
2703,松山英樹,現役スポーツ選手,M,37.2,67,注目
2705,工藤阿須加,俳優,M,58.7,75.1,注目
2706,高杉真宙,俳優,M,30.4,79.3,NEXTブレイク
2707,駿河太郎,俳優,M,24.3,70.4,NEXTブレイク
2709,平山浩行,俳優,M,16.5,77.5,NEXTブレイク
2710,栁俊太郎,俳優,M,10,73.6,NEXTブレイク
2711,葉山奨之,俳優,M,17,71.1,NEXTブレイク
2712,和田正人,俳優,M,34.1,69.9,NEXTブレイク
2717,上白石萌音,俳優,F,66.8,66.4,注目
2718,早見あかり,俳優,F,38.4,68.5,注目
2720,武田梨奈,俳優,F,15.6,72.7,NEXTブレイク
2725,玉城ティナ,俳優,F,41.2,64,NEXTブレイク
2726,佐藤美希,俳優,F,6,78.8,NEXTブレイク
2730,中村里砂,タレント,F,16.2,71.3,NEXTブレイク
2738,BABYMETAL,歌手・ミュージシャン,F,28.5,68.4,NEXTブレイク
2739,EXILE NAOTO,歌手・ミュージシャン,M,44.9,65,注目
2741,ジャニーズWEST,歌手・ミュージシャン,M,37,74.9,NEXTブレイク
2742,関口メンディー(GENERATIONS from EXILE TRIBE),歌手・ミュージシャン,M,64.3,61.5,該当なし
2743,橋本環奈,俳優,F,79.3,77.2,今旬
2745,狩野恵里,キャスター,F,15.2,79,NEXTブレイク
2748,松井裕樹,現役スポーツ選手,M,22,71.1,NEXTブレイク
2751,柄本時生,俳優,M,50,71.3,注目
2752,京本大我（SixTONES),俳優,M,42.5,72.4,NEXTブレイク
2755,矢本悠馬,俳優,M,24.5,73.3,NEXTブレイク
2756,竜星涼,俳優,M,25.3,78.4,NEXTブレイク
2759,坂口健太郎,俳優,M,59.6,73.9,今旬
2762,岸井ゆきの,俳優,F,24.7,69.9,
2765,清野菜名,俳優,F,49.5,76.5,注目
2770,岡本夏美,俳優,F,10.5,69,該当なし
2779,岩田剛典（三代目 J Soul Brothers）,歌手・ミュージシャン,M,55,73.2,注目
2782,佐藤大樹（EXILE）,歌手・ミュージシャン,M,16.3,71.5,NEXTブレイク
2787,世界（EXILE）,歌手・ミュージシャン,M,13.1,71.5,NEXTブレイク
2788,岩本乃蒼,キャスター,F,24.9,71.2,NEXTブレイク
2790,畑下由佳,キャスター,F,8.5,78.5,NEXTブレイク
2791,新木優子,俳優,F,50.9,75.7,注目
2792,生田絵梨花（乃木坂46）,歌手・ミュージシャン,F,41.4,72.5,注目
2795,今市隆二（三代目 J Soul Brothers）,歌手・ミュージシャン,M,31.6,62.9,注目
2799,尾上松也,俳優,M,57.5,63.9,注目
2802,澤部佑（ハライチ）,お笑いタレント,M,78,74.2,今旬
2803,シソンヌ,お笑いタレント,M,42.8,79.6,NEXTブレイク
2806,鈴木伸之,俳優,M,35.5,72.4,NEXTブレイク
2807,登坂広臣（三代目 J Soul Brothers）,歌手・ミュージシャン,M,36.6,61.8,注目
2808,成田凌,俳優,M,52.6,74.8,注目
2809,博多大吉（博多華丸・大吉）,お笑いタレント,M,79.5,79.3,今旬
2810,博多華丸（博多華丸・大吉）,お笑いタレント,M,80.4,78.2,今旬
2811,ハマ・オカモト（OKAMOTO's）,歌手・ミュージシャン,M,30.2,63.9,NEXTブレイク
2813,淵上泰史,俳優,M,6.8,70.7,NEXTブレイク
2814,新田真剣佑（真剣佑）,俳優,M,60.7,74.4,今旬
2816,吉田鋼太郎,俳優,M,63.8,73.1,今旬
2817,芳根京子,俳優,F,51.9,73,注目
2818,吉村崇（平成ノブシコブシ）,お笑いタレント,M,75,69.2,今旬
2822,竹内涼真,俳優,M,75,65.2,今旬
2824,清原果耶,俳優,F,36.5,79.3,該当なし
2826,高橋茂雄（サバンナ）,お笑いタレント,M,77.7,67.1,今旬
2827,八木真澄（サバンナ）,お笑いタレント,M,63.8,52.7,大御所＆安定
2831,柳ゆり菜,俳優,F,13.6,72,NEXTブレイク
2832,村上虹郎,俳優,M,26.1,73.2,NEXTブレイク
2837,古畑奈和(SKE48),歌手・ミュージシャン,F,8.6,70.5,NEXTブレイク
2838,橋本マナミ,タレント,F,69.6,58,大御所＆安定
2839,Fukase（SEKAI NO OWARI）,歌手・ミュージシャン,M,48.7,66.4,注目
2840,太川陽介,タレント,M,50.7,52.7,該当なし
2841,浅田舞,タレント,F,75.2,58.2,大御所＆安定
2843,浅香航大,俳優,M,19.6,77.8,NEXTブレイク
2844,西野七瀬,俳優,F,49.6,72.9,注目
2846,高梨沙羅,現役スポーツ選手,F,65.6,66.8,今旬
2849,永島優美,キャスター,F,35,70.9,NEXTブレイク
2850,深川麻衣,俳優,F,16.1,76.8,NEXTブレイク
2854,秋元梢,タレント,F,35,60.5,注目
2856,寺田心,俳優,M,74.5,53.5,大御所＆安定
2857,岩橋玄樹（King & Prince）,俳優,M,31.5,77.2,NEXTブレイク
2859,高橋一生,俳優,M,76.8,72.2,今旬
2860,町田啓太,俳優,M,26.5,78.4,NEXTブレイク
2862,薮宏太（Hey! Say! JUMP）,俳優,M,38,64.1,
2868,山口まゆ,俳優,F,13.7,72.8,NEXTブレイク
2871,伊野尾慧（Hey! Say! JUMP）,俳優,M,60.3,64.3,
2872,白洲迅,俳優,M,16.5,84,NEXTブレイク
2873,笹崎里菜,キャスター,F,24.3,62.2,該当なし
2874,柾木玲弥,俳優,M,7.2,86.1,該当なし
2875,石丸幹二,俳優,M,45.3,68.7,注目
2876,岸優太（King & Prince）,俳優,M,49,82.9,NEXTブレイク
2877,髙橋ひかる,俳優,F,29.7,73.1,NEXTブレイク
2878,駒井蓮,俳優,F,5.8,85.9,NEXTブレイク
2882,吉田明世,キャスター,F,26.4,62.8,NEXTブレイク
2884,唐田えりか,俳優,F,47.4,34.5,該当なし
2885,桜井日奈子,俳優,F,50.9,64.6,注目
2886,藤田ニコル,タレント,F,84.8,61.1,大御所＆安定
2887,浜辺美波,俳優,F,69.7,78.7,該当なし
2888,堀井新太,俳優,M,8.2,81.1,NEXTブレイク
2891,森高千里,歌手・ミュージシャン,F,71.4,63.3,注目
2895,尾崎里紗,キャスター,F,19.6,75.9,NEXTブレイク
2896,志尊淳,俳優,M,62.5,77.2,注目
2898,おかずクラブ,お笑いタレント,F,61.8,62.8,大御所＆安定
2899,古谷有美,キャスター,F,8.3,72.5,NEXTブレイク
2900,加藤諒,俳優,M,63.8,57.3,
2901,ディーン・フジオカ,俳優,M,75.2,68.2,今旬
2902,安田顕,俳優,M,54.7,77.7,該当なし
2906,永野芽郁,俳優,F,63.5,77.3,今旬
2907,武田玲奈,俳優,F,25.5,70.7,NEXTブレイク
2908,佐藤玲,俳優,F,6.4,85.7,NEXTブレイク
2909,朝比奈彩,俳優,F,29.9,71.4,NEXTブレイク
2910,佐藤栞里,タレント,F,65.8,72.9,注目
2913,[ALEXANDROS],歌手・ミュージシャン,M,23.5,80.6,NEXTブレイク
2915,辻岡義堂,キャスター,M,38.5,60.8,該当なし
2917,弘中綾香,キャスター,F,54.3,71.2,注目
2919,BOYS AND MEN,歌手・ミュージシャン,M,13.7,69.5,NEXTブレイク
2920,EXO,歌手・ミュージシャン,M,10.2,72.3,NEXTブレイク
2921,UNISON SQUARE GARDEN,歌手・ミュージシャン,M,7.6,82.1,該当なし
2922,X JAPAN,歌手・ミュージシャン,M,65.1,65.6,今旬
2924,秋元真夏（乃木坂46）,歌手・ミュージシャン,F,32.7,70.3,NEXTブレイク
2930,神山智洋（ジャニーズWEST）,俳優,M,23.3,76.6,NEXTブレイク
2931,河合郁人（A.B.C-Z）,俳優,M,52.3,69.7,NEXTブレイク
2933,桐山照史（ジャニーズWEST）,俳優,M,38.5,71.6,注目
2934,草刈正雄,俳優,M,75.5,72.9,今旬
2935,桑子真帆,キャスター,F,28.1,65,NEXTブレイク
2936,五関晃一（A.B.C-Z）,俳優,M,25.4,59.5,該当なし
2937,小瀧望（ジャニーズWEST）,俳優,M,28.9,78.9,NEXTブレイク
2940,さかなクン,著名人,M,87.2,68.2,今旬
2941,重岡大毅（ジャニーズWEST）,俳優,M,40.5,75.5,注目
2943,鷲見玲奈,キャスター,F,29,62.4,NEXTブレイク
2944,髙橋海人（King &  Prince）,俳優,M,40.7,77.2,NEXTブレイク
2946,立川談春,タレント,M,26.2,64.6,注目
2947,塚田僚一（A.B.C-Z）,俳優,M,51.7,65.4,注目
2948,戸塚祥太（A.B.C-Z）,俳優,M,35.5,71,NEXTブレイク
2949,永瀬廉（King & Prince）,俳優,M,41.4,78.9,NEXTブレイク
2951,中間淳太（ジャニーズWEST）,俳優,M,30.3,72.7,NEXTブレイク
2953,橋本良亮（A.B.C-Z）,俳優,M,28.2,61,該当なし
2955,濵田崇裕（ジャニーズWEST）,俳優,M,26.8,76.9,NEXTブレイク
2957,平野紫耀（King &  Prince）,俳優,M,56.4,81,
2958,藤井流星（ジャニーズWEST）,俳優,M,36.1,72,NEXTブレイク
2959,星野みなみ（乃木坂46）,歌手・ミュージシャン,F,16.3,82.1,NEXTブレイク
2960,水谷果穂,俳優,F,6.8,85.3,NEXTブレイク
2961,宮野真守,歌手・ミュージシャン,M,41.3,68.7,注目
2963,向井地美音(AKB48),歌手・ミュージシャン,F,15.4,70.4,NEXTブレイク
2964,最上もが,タレント,F,35.8,51.5,該当なし
2970,浅利陽介,俳優,M,45.2,71,注目
2971,中村倫也,俳優,M,66.2,78.7,注目
2972,木下ほうか,俳優,M,61.5,57.5,注目
2974,櫻坂46,歌手・ミュージシャン,F,34.5,66.8,
2977,今野杏南,タレント,F,12.2,74.6,NEXTブレイク
2979,萬波ユカ,タレント,F,5,83.6,NEXTブレイク
2981,堀江貴文,著名人,M,75.4,36.2,大御所＆安定
2982,カズレーザー（メイプル超合金）,お笑いタレント,M,83.5,71.8,今旬
2984,山崎育三郎,俳優,M,61.6,74.2,注目
2986,平手友梨奈,歌手・ミュージシャン,F,56.5,62.1,注目
2989,三四郎,お笑いタレント,M,53.1,66.4,注目
2990,星浩,キャスター,M,11.7,69,NEXTブレイク
2991,安藤なつ（メイプル超合金）,お笑いタレント,F,75.7,61.7,大御所＆安定
2992,駒田健吾,キャスター,M,17.1,77.1,NEXTブレイク
2993,林家たい平,著名人,M,53.7,63.5,注目
2995,中村静香,俳優,F,22.2,70.9,NEXTブレイク
2998,春風亭昇太,著名人,M,61.2,64,今旬
2999,メイプル超合金,お笑いタレント,F,73.2,71.1,今旬
3000,岡田結実,タレント,F,63.5,61.1,注目
3001,横澤夏子,お笑いタレント,F,69.5,66.5,大御所＆安定
3002,松島花,タレント,F,13,74.1,NEXTブレイク
3003,八木莉可子,俳優,F,6.2,80.9,NEXTブレイク
3005,松風理咲,俳優,F,5.4,79.7,NEXTブレイク
3006,織田梨沙,俳優,F,6.4,77.1,NEXTブレイク
3009,和楽器バンド,歌手・ミュージシャン,F,18.4,69.8,NEXTブレイク
3016,吉岡里帆,俳優,F,71.8,72.9,今旬
3017,中村隼人,俳優,M,15.5,78.4,NEXTブレイク
3019,齋藤飛鳥（乃木坂46）,歌手・ミュージシャン,F,45.2,70.4,注目
3020,清水尋也,俳優,M,9.6,76.4,該当なし
3021,間宮祥太朗,俳優,M,57.1,79.1,注目
3023,岡副麻希,キャスター,F,36.6,59.1,該当なし
3024,藤井弘輝,キャスター,M,14.5,66.3,NEXTブレイク
3027,阿部華也子,キャスター,F,19.6,75.9,NEXTブレイク
3028,本田真凜,現役スポーツ選手,F,64.9,66.4,注目
3029,戸塚純貴,俳優,M,16.3,79.9,NEXTブレイク
3030,前野朋哉,俳優,M,16.4,63.9,NEXTブレイク
3031,浜野謙太,俳優,M,26.8,70.2,NEXTブレイク
3032,オカリナ（おかずクラブ）,お笑いタレント,F,70.9,61.4,注目
3033,ゆいP（おかずクラブ）,お笑いタレント,F,68.5,58.1,注目
3038,仲野太賀(太賀),俳優,M,37.9,79.9,NEXTブレイク
3039,秋山竜次（ロバート）,お笑いタレント,M,80.5,71.2,今旬
3040,宮司愛海,キャスター,F,12.8,77.3,
3041,ぺえ,タレント,M,37.4,48.7,該当なし
3042,土村芳,俳優,F,9.4,81.6,NEXTブレイク
3043,趣里,俳優,F,34.6,73.2,NEXTブレイク
3045,中村ゆり,俳優,F,18.2,82.5,NEXTブレイク
3048,池田エライザ,俳優,F,47.3,70.2,注目
3049,渡邉理佐（櫻坂46）,歌手・ミュージシャン,F,12.8,86.5,NEXTブレイク
3052,三浦瑠麗,著名人,F,23.7,52.5,NEXTブレイク
3053,NGT48,歌手・ミュージシャン,F,18,52,該当なし
3054,銀シャリ,お笑いタレント,M,51.8,72.6,注目
3055,石川恋,俳優,F,16.9,73.7,NEXTブレイク
3056,滝沢カレン,タレント,F,79.2,69.6,今旬
3057,三田友梨佳,キャスター,F,34.9,75.3,注目
3058,若月佑美,俳優,F,16.4,75,NEXTブレイク
3059,相席スタート,お笑いタレント,F,33.7,69.3,NEXTブレイク
3060,大悟（千鳥）,お笑いタレント,M,76.9,75.8,今旬
3061,川田裕美,キャスター,F,49.4,65.9,注目
3064,矢吹奈子（IZ*ONE/HKT48）,歌手・ミュージシャン,F,13.4,74.8,NEXTブレイク
3065,岡山天音,俳優,M,15.7,79.2,NEXTブレイク
3066,福田典子,キャスター,F,11.4,79.2,NEXTブレイク
3067,佐久間由衣,俳優,F,17.4,68.1,NEXTブレイク
3069,恒松祐里,俳優,F,8,81.8,NEXTブレイク
3070,内田理央,俳優,F,39.7,68.9,注目
3071,井頭愛海,俳優,F,6,83.3,NEXTブレイク
3073,小峠英二（バイきんぐ）,お笑いタレント,M,83.1,73,今旬
3074,浅川梨奈,俳優,F,10.1,75.7,NEXTブレイク
3075,高山一実（乃木坂46）,歌手・ミュージシャン,F,22.8,74.5,NEXTブレイク
3077,ノブ（千鳥）,お笑いタレント,M,81.9,80.4,今旬
3078,佐藤寛太,俳優,M,16,77.8,NEXTブレイク
3079,竹内友佳,キャスター,F,11.6,81.3,NEXTブレイク
3081,渡辺梨加（櫻坂46）,歌手・ミュージシャン,F,10.1,79.3,
3082,小宮浩信（三四郎）,お笑いタレント,M,59.3,63.7,注目
3083,岡田奈々（AKB48/STU48）,歌手・ミュージシャン,F,19.5,60.5,
3084,堀未央奈,俳優,F,17.3,72.6,
3085,大谷亮平,俳優,M,61.8,74.7,今旬
3089,SHISHAMO,歌手・ミュージシャン,F,27.5,71.3,NEXTブレイク
3092,宮沢氷魚,俳優,M,35.5,74.7,NEXTブレイク
3093,真壁刀義,現役スポーツ選手,M,29.5,68.8,NEXTブレイク
3094,井之脇海,俳優,M,13.6,74.7,NEXTブレイク
3095,尼神インター,お笑いタレント,F,63.2,60,注目
3096,井上あさひ,キャスター,F,17.9,75.1,NEXTブレイク
3097,菅井友香（櫻坂46）,歌手・ミュージシャン,F,15.6,80.2,
3098,馬場ふみか,俳優,F,29.1,71.6,NEXTブレイク
3099,藤野涼子,俳優,F,8.7,80.2,NEXTブレイク
3100,桜井ユキ,俳優,F,16.1,72.3,NEXTブレイク
3101,篠原梨菜,キャスター,F,9.2,72.3,NEXTブレイク
3102,立川志らく,著名人,M,62.5,51.6,該当なし
3103,ANZEN漫才,お笑いタレント,M,52.6,64.2,注目
3104,佐野勇斗,俳優,M,23.5,75.6,NEXTブレイク
3107,泉里香,俳優,F,32.7,73.6,該当なし
3109,森永悠希,俳優,M,10.5,78.3,NEXTブレイク
3111,杉浦友紀,キャスター,F,12.5,76.6,NEXTブレイク
3112,北村匠海,俳優,M,64.5,78.5,注目
3113,カミナリ,お笑いタレント,M,57.2,67.9,注目
3114,伊藤美誠,現役スポーツ選手,F,41.1,66.4,注目
3115,松田るか,俳優,F,7.1,73.1,NEXTブレイク
3116,木竜麻生,俳優,F,4.5,75.5,NEXTブレイク
3117,田中道子,俳優,F,16.2,77,NEXTブレイク
3118,近江友里恵,キャスター,F,19.4,77,NEXTブレイク
3119,平野美宇,現役スポーツ選手,F,46.7,73,注目
3120,江藤愛,キャスター,F,21,74.9,NEXTブレイク
3121,久保田直子,キャスター,F,12,78,NEXTブレイク
3123,宇野昌磨,現役スポーツ選手,M,67.2,71.6,今旬
3124,堀田茜,タレント,F,46.1,66.1,注目
3126,池田美優（みちょぱ）,タレント,F,73.2,64.6,注目
3127,TWICE,歌手・ミュージシャン,F,37.2,68.7,NEXTブレイク
3128,WANIMA,歌手・ミュージシャン,M,33.7,67.4,NEXTブレイク
3132,寛一郎,俳優,M,14,70.8,NEXTブレイク
3133,杉野遥亮,俳優,M,28.8,81.1,NEXTブレイク
3134,藤井聡太,著名人,M,78,63.6,今旬
3137,久慈暁子,キャスター,F,14.4,70.9,NEXTブレイク
3138,みやぞん（ANZEN漫才）,お笑いタレント,M,84.3,67,今旬
3139,あらぽん（ANZEN漫才）,お笑いタレント,M,53.3,55.3,注目
3140,Little　Glee　Monster,歌手・ミュージシャン,F,43.3,70.2,注目
3144,超特急,歌手・ミュージシャン,M,17.2,59.8,NEXTブレイク
3145,福本莉子,俳優,F,8.3,78,NEXTブレイク
3146,横山だいすけ,俳優,M,49.1,61.9,注目
3148,アン・シネ,現役スポーツ選手,F,12.5,68.6,NEXTブレイク
3149,黒羽麻璃央,俳優,M,12.8,73.8,NEXTブレイク
3153,井上咲楽,タレント,F,26.7,63.9,該当なし
3154,清原翔,俳優,M,28.5,85.4,NEXTブレイク
3155,ヒカキン,著名人,M,69.3,49.3,大御所＆安定
3156,はじめしゃちょー,著名人,M,49.5,52.2,注目
3157,木下ゆうか,著名人,F,15.5,63.2,NEXTブレイク
3158,ヒカル,著名人,M,24.3,52.1,該当なし
3160,本間日陽（NGT48）,歌手・ミュージシャン,F,7.6,69,NEXTブレイク
3161,与田祐希（乃木坂46）,歌手・ミュージシャン,F,20.2,81.5,NEXTブレイク
3163,柳田将洋,現役スポーツ選手,M,12.7,78.6,NEXTブレイク
3164,椿原慶子,キャスター,F,17.2,73.5,NEXTブレイク
3165,山本里菜,キャスター,F,11.1,85.2,NEXTブレイク
3166,角谷暁子,キャスター,F,6.3,81.2,NEXTブレイク
3168,白井健三,現役スポーツ選手,M,47.9,65.5,注目
3170,かまいたち,お笑いタレント,M,64.6,75.2,注目
3173,海老原優香,キャスター,F,7.3,75,NEXTブレイク
3174,山形純菜,キャスター,F,5.5,80.3,NEXTブレイク
3175,林美桜,キャスター,F,8.5,86.2,NEXTブレイク
3177,キュウソネコカミ,歌手・ミュージシャン,M,7.9,70.1,NEXTブレイク
3179,磯村勇斗,俳優,M,32.5,78.5,NEXTブレイク
3181,山田裕貴,俳優,M,43.5,77.5,NEXTブレイク
3182,古舘佑太郎,俳優,M,18.5,66.2,
3183,上杉柊平,俳優,M,7.3,82.5,NEXTブレイク
3185,後呂有紗,キャスター,F,12.7,72.1,NEXTブレイク
3188,松本穂香,俳優,F,40.5,67.2,NEXTブレイク
3189,堀田真由,俳優,F,24.6,77.5,NEXTブレイク
3190,伊藤沙莉,俳優,F,38.3,82.7,NEXTブレイク
3191,横田真悠,俳優,F,8.7,80.2,NEXTブレイク
3193,佐藤梨那,キャスター,F,8.5,75.3,NEXTブレイク
3194,三谷紬,キャスター,F,6.5,80.6,NEXTブレイク
3196,羽根田卓也,現役スポーツ選手,M,21.3,72.6,NEXTブレイク
3197,飯島寛騎,俳優,M,4.9,81.5,NEXTブレイク
3198,片寄涼太(GENERATIONS from EXILE TRIBE),俳優,M,35.2,61.2,注目
3199,鈴木仁,俳優,M,11.5,80.2,NEXTブレイク
3200,小林由依（櫻坂46）,歌手・ミュージシャン,F,12.5,83.9,
3201,和牛,お笑いタレント,M,57.1,69.7,注目
3202,神宮寺勇太（King & Prince）,俳優,M,38.5,73.3,NEXTブレイク
3203,YOSHIKI（X JAPAN）,歌手・ミュージシャン,M,76.5,65.9,今旬
3204,石橋静河,俳優,F,19.4,70,NEXTブレイク
3208,とろサーモン,お笑いタレント,M,48.4,52.8,注目
3209,King & Prince,歌手・ミュージシャン,M,49.5,80,注目
3211,チョコレートプラネット,お笑いタレント,M,67.4,79.6,今旬
3213,富澤たけし（サンドウィッチマン）,お笑いタレント,M,80.6,82.1,今旬
3215,小栗有以（AKB48）,歌手・ミュージシャン,F,11.2,72.4,NEXTブレイク
3216,STU48,歌手・ミュージシャン,F,9.2,68.3,NEXTブレイク
3217,ラストアイドル,歌手・ミュージシャン,F,10.3,71.7,NEXTブレイク
3218,ミキ,お笑いタレント,M,60.1,71.6,
3220,江口のりこ,俳優,F,52.7,75,NEXTブレイク
3222,レインボー,お笑いタレント,M,17.1,79.8,NEXTブレイク
3223,竹内愛紗,俳優,F,7.5,80.5,NEXTブレイク
3224,越智ゆらの,タレント,F,6.6,72.6,
3228,つばきファクトリー,歌手・ミュージシャン,F,9.4,78.6,NEXTブレイク
3229,BiSH,歌手・ミュージシャン,F,22.6,67.5,NEXTブレイク
3230,白石聖,俳優,F,18.2,77.5,NEXTブレイク
3231,パーパー,お笑いタレント,F,23.5,70.7,NEXTブレイク
3233,ガンバレルーヤ,お笑いタレント,F,68.5,66.3,大御所＆安定
3234,梅沢富美男,俳優,M,81.5,57.5,大御所＆安定
3235,米津玄師,歌手・ミュージシャン,M,74.3,83.1,今旬
3236,林部智史,歌手・ミュージシャン,M,10.1,68.5,NEXTブレイク
3237,守屋茜（櫻坂46）,歌手・ミュージシャン,F,10.1,75.7,
3238,板垣瑞生,俳優,M,10.3,78.8,NEXTブレイク
3239,横浜流星,俳優,M,66.5,77,該当なし
3240,桜田通,俳優,M,14.5,80.6,NEXTブレイク
3241,今田美桜,俳優,F,57.9,81.6,該当なし
3242,瑛茉ジャスミン,タレント,F,12.6,62.6,NEXTブレイク
3243,伊達みきお（サンドウィッチマン）,お笑いタレント,M,84.5,84.8,
3246,山下健二郎,俳優,M,32.2,69.5,注目
3247,永尾亜子,キャスター,F,7.3,78.8,NEXTブレイク
3249,田中美久（HKT48）,歌手・ミュージシャン,F,9.8,85.2,NEXTブレイク
3250,神田伯山,お笑いタレント,M,34.8,66.3,該当なし
3251,梅澤廉,キャスター,M,12.6,77.7,NEXTブレイク
3253,犬飼貴丈,俳優,M,15.9,72,NEXTブレイク
